Run_ID,Community
Gide_Cell_2019-PD02-ar-941,0
Gide_Cell_2019-PD04-ar-564,0
Gide_Cell_2019-PD05-ar-968,1
Gide_Cell_2019-PD09-ar-977,0
Gide_Cell_2019-PD10-ar-929,1
Gide_Cell_2019-PD11-ar-930,0
Gide_Cell_2019-PD12-ar-931,0
Gide_Cell_2019-PD13-ar-933,1
Gide_Cell_2019-PD14-ar-934,1
Gide_Cell_2019-PD15-ar-935,0
Gide_Cell_2019-PD16-ar-936,0
Gide_Cell_2019-PD17-ar-938,0
Gide_Cell_2019-PD18-ar-939,0
Gide_Cell_2019-PD19-ar-940,1
Gide_Cell_2019-PD21-ar-942,0
Gide_Cell_2019-PD27-ar-946,1
Gide_Cell_2019-PD29-ar-948,1
Gide_Cell_2019-PD30-ar-563,0
Gide_Cell_2019-PD34-ar-951,1
Gide_Cell_2019-PD35-ar-952,0
Gide_Cell_2019-PD38-ar-954,0
Gide_Cell_2019-PD40-ar-956,0
Gide_Cell_2019-PD41-ar-958,1
Gide_Cell_2019-PD42-ar-959,0
Gide_Cell_2019-PD44-ar-960,0
Gide_Cell_2019-PD45-ar-961,0
Gide_Cell_2019-PD46-ar-962,0
Gide_Cell_2019-PD47-ar-964,0
Gide_Cell_2019-PD48-ar-966,0
Gide_Cell_2019-PD52-ar-970,1
Gide_Cell_2019-PD53-ar-971,0
Gide_Cell_2019-PD54-ar-972,1
Kim_NatMed_2018-p602-ar-987,2
Kim_NatMed_2018-p603-ar-988,2
Kim_NatMed_2018-p604-ar-989,2
Kim_NatMed_2018-p605-ar-990,2
Kim_NatMed_2018-p618-ar-991,2
Kim_NatMed_2018-p619-ar-992,3
Kim_NatMed_2018-p620-ar-993,3
Kim_NatMed_2018-p621-ar-994,3
Kim_NatMed_2018-p622-ar-995,3
Kim_NatMed_2018-p623-ar-000,2
Kim_NatMed_2018-p624-ar-996,3
Kim_NatMed_2018-p625-ar-997,4
Kim_NatMed_2018-p629-ar-998,2
Kim_NatMed_2018-p630-ar-999,3
Kim_NatMed_2018-p631-ar-033,3
Kim_NatMed_2018-p632-ar-001,2
Kim_NatMed_2018-p634-ar-002,2
Kim_NatMed_2018-p635-ar-003,3
Kim_NatMed_2018-p637-ar-004,2
Kim_NatMed_2018-p638-ar-005,3
Kim_NatMed_2018-p639-ar-006,3
Kim_NatMed_2018-p640-ar-007,3
Kim_NatMed_2018-p641-ar-008,3
Kim_NatMed_2018-p642-ar-009,2
Kim_NatMed_2018-p643-ar-010,0
Kim_NatMed_2018-p644-ar-011,3
Kim_NatMed_2018-p645-ar-012,2
Kim_NatMed_2018-p647-ar-013,2
Kim_NatMed_2018-p648-ar-014,2
Kim_NatMed_2018-p649-ar-015,2
Kim_NatMed_2018-p651-ar-016,2
Kim_NatMed_2018-p652-ar-019,3
Kim_NatMed_2018-p654-ar-023,0
Kim_NatMed_2018-p655-ar-018,2
Kim_NatMed_2018-p656-ar-020,3
Kim_NatMed_2018-p657-ar-021,2
Kim_NatMed_2018-p659-ar-025,3
Kim_NatMed_2018-p660-ar-024,3
Kim_NatMed_2018-p662-ar-027,2
Kim_NatMed_2018-p663-ar-028,3
Kim_NatMed_2018-p664-ar-026,2
Kim_NatMed_2018-p666-ar-029,2
Kim_NatMed_2018-p667-ar-030,2
Kim_NatMed_2018-p668-ar-031,3
Kim_NatMed_2018-p669-ar-032,2
Liu_NatMed_2019-p001-ar-00001,1
Liu_NatMed_2019-p004-ar-00012,1
Liu_NatMed_2019-p006-ar-00567,1
Liu_NatMed_2019-p007-ar-00597,1
Liu_NatMed_2019-p008-ar-00594,1
Liu_NatMed_2019-p010-ar-42352,1
Liu_NatMed_2019-p011-ar-42363,1
Liu_NatMed_2019-p013-ar-42373,1
Liu_NatMed_2019-p014-ar-00564,1
Liu_NatMed_2019-p015-ar-99978,1
Liu_NatMed_2019-p021-ar-00021,1
Liu_NatMed_2019-p025-ar-00546,1
Liu_NatMed_2019-p027-ar-99995,1
Liu_NatMed_2019-p030-ar-00583,1
Liu_NatMed_2019-p031-ar-00552,1
Liu_NatMed_2019-p032-ar-99993,1
Liu_NatMed_2019-p033-ar-99975,0
Liu_NatMed_2019-p034-ar-99996,0
Liu_NatMed_2019-p048-ar-00578,1
Liu_NatMed_2019-p077-ar-99985,1
Liu_NatMed_2019-p078-ar-00575,1
Liu_NatMed_2019-p079-ar-00573,1
Liu_NatMed_2019-p082-ar-99980,1
Liu_NatMed_2019-p086-ar-00571,0
Liu_NatMed_2019-p087-ar-00596,1
Liu_NatMed_2019-p094-ar-00586,1
Liu_NatMed_2019-p102-ar-42356,1
Liu_NatMed_2019-p105-ar-42347,1
Liu_NatMed_2019-p106-ar-41996,1
Liu_NatMed_2019-p107-ar-42358,1
Liu_NatMed_2019-p108-ar-42068,1
Liu_NatMed_2019-p117-ar-42367,1
Liu_NatMed_2019-p121-ar-42364,1
Liu_NatMed_2019-p131-ar-42368,1
Liu_NatMed_2019-p132-ar-42376,1
Liu_NatMed_2019-p133-ar-42379,1
Liu_NatMed_2019-p134-ar-42365,1
Liu_NatMed_2019-p135-ar-42371,1
Liu_NatMed_2019-p137-ar-42366,0
Liu_NatMed_2019-p140-ar-42381,1
Liu_NatMed_2019-p142-ar-99955,1
Liu_NatMed_2019-p143-ar-00559,1
Liu_NatMed_2019-p144-ar-00018,1
Liu_NatMed_2019-p145-ar-99986,1
Liu_NatMed_2019-p146-ar-00580,1
Liu_NatMed_2019-p148-ar-00014,1
Liu_NatMed_2019-p149-ar-99973,0
Liu_NatMed_2019-p150-ar-00558,1
Liu_NatMed_2019-p154-ar-00010,0
Liu_NatMed_2019-p155-ar-99989,1
Liu_NatMed_2019-p156-ar-99967,1
